DATECOLLECTED,SAMPLELOCATIONSMASTER,SAMPLENO,FINALRESULT,daily_flow_rate_m3
3/16/2022,TK_Patea,22EV1838-001-0,Detected,403
3/22/2022,TK_Patea,22EV1969-001-0,Detected,581
3/23/2022,TK_Patea,22EV2004-001-0,Detected,554
3/29/2022,TK_Patea,22EV2132-001-0,Detected,442
3/30/2022,TK_Patea,22EV2169-001-0,Detected,417
4/5/2022,TK_Patea,22EV2294-001-0,Detected,391
4/6/2022,TK_Patea,22EV2334-001-0,Detected,408
4/12/2022,TK_Patea,22EV2451-001-0,Detected,341
4/13/2022,TK_Patea,22EV2503-001-0,Detected,332
4/20/2022,TK_Patea,22EV2616-001-0,Detected,366
4/27/2022,TK_Patea,22EV2748-001-0,Detected,337
5/3/2022,TK_Patea,22EV2867-001-0,Detected,339
5/4/2022,TK_Patea,22EV2920-001-0,Detected,336
5/10/2022,TK_Patea,22EV3031-001-0,Detected,542
5/11/2022,TK_Patea,22EV3088-001-0,Detected,580
5/17/2022,TK_Patea,22EV3190-001-0,Detected,730
5/18/2022,TK_Patea,22EV3235-001-0,Detected,844
5/24/2022,TK_Patea,22EV3331-001-0,Detected,595
5/25/2022,TK_Patea,22EV3359-001-0,Detected,543
5/31/2022,TK_Patea,22EV3477-001-0,Detected,465
6/8/2022,TK_Patea,22EV3651-001-0,Detected,439
6/14/2022,TK_Patea,22EV3764-001-0,Detected,1300
6/21/2022,TK_Patea,22EV3904-001-0,Detected,NULL
6/28/2022,TK_Patea,22EV4035-001-0,Detected,NULL
7/5/2022,TK_Patea,22EV4187-001-0,Detected,NULL
11/2/2021,TK_Stratford,21EV3032-001-0,Detected,NULL
11/6/2021,TK_Stratford,21EV3169-001-0,Detected,NULL
11/7/2021,TK_Stratford,21EV3170-001-0,Detected,NULL
11/9/2021,TK_Stratford,21EV3222-001-0,Detected,NULL
11/10/2021,TK_Stratford,21EV3265-001-0,Detected,NULL
11/13/2021,TK_Stratford,21EV3370-001-0,Detected,NULL
11/14/2021,TK_Stratford,21EV3371-001-0,Detected,NULL
11/15/2021,TK_Stratford,21EV3372-001-0,Detected,NULL
11/16/2021,TK_Stratford,21EV3443-001-0,Detected,NULL
11/20/2021,TK_Stratford,21EV3610-001-0,Detected,NULL
2/22/2022,TK_Stratford,22EV1272-001-0,Detected,5949
2/23/2022,TK_Stratford,22EV1309-001-0,Detected,5317
3/1/2022,TK_Stratford,22EV1431-001-0,Detected,3241
3/2/2022,TK_Stratford,22EV1473-001-0,Detected,3174
3/8/2022,TK_Stratford,22EV1632-001-0,Detected,2925
3/9/2022,TK_Stratford,22EV1656-001-0,Detected,2815
3/16/2022,TK_Stratford,22EV1890-001-0,Detected,2533
3/17/2022,TK_Stratford,22EV1889-001-0,Detected,2552
3/23/2022,TK_Stratford,22EV2008-001-0,Detected,4221
3/24/2022,TK_Stratford,22EV2045-001-0,Detected,4221
5/5/2022,TK_Stratford,22EV2955-001-0,Detected,3577
5/10/2022,TK_Stratford,22EV3033-001-0,Detected,3713
5/19/2022,TK_Stratford,22EV3264-001-0,Detected,2817
5/25/2022,TK_Stratford,22EV3361-001-0,Detected,3480
6/2/2022,TK_Stratford,22EV3551-001-0,Detected,13716
6/9/2022,TK_Stratford,22EV3681-001-0,Detected,9041
6/16/2022,TK_Stratford,22EV3828-001-0,Detected,11287
3/1/2022,TK_Waverley,22EV1429-001-0,Detected,354
3/2/2022,TK_Waverley,22EV1467-001-0,Detected,372
3/8/2022,TK_Waverley,22EV1633-001-0,Detected,393
3/9/2022,TK_Waverley,22EV1655-001-0,Detected,365
3/15/2022,TK_Waverley,22EV1796-001-0,Detected,322
3/16/2022,TK_Waverley,22EV1839-001-0,Detected,332
3/22/2022,TK_Waverley,22EV1970-001-0,Detected,455
3/23/2022,TK_Waverley,22EV2003-001-0,Detected,393
3/29/2022,TK_Waverley,22EV2133-001-0,Detected,339
3/30/2022,TK_Waverley,22EV2170-001-0,Detected,318
4/5/2022,TK_Waverley,22EV2298-001-0,Detected,337
4/6/2022,TK_Waverley,22EV2335-001-0,Detected,441
4/12/2022,TK_Waverley,22EV2452-001-0,Detected,359
4/13/2022,TK_Waverley,22EV2504-001-0,Detected,339
4/20/2022,TK_Waverley,22EV2617-001-0,Detected,219
4/27/2022,TK_Waverley,22EV2749-001-0,Detected,507
5/3/2022,TK_Waverley,22EV2868-001-0,Detected,760
5/4/2022,TK_Waverley,22EV2921-001-0,Detected,727
5/10/2022,TK_Waverley,22EV3032-001-0,Detected,482
5/11/2022,TK_Waverley,22EV3089-001-0,Detected,507
5/17/2022,TK_Waverley,22EV3191-001-0,Detected,1844
5/18/2022,TK_Waverley,22EV3236-001-0,Detected,1633
5/24/2022,TK_Waverley,22EV3332-001-0,Detected,671
5/25/2022,TK_Waverley,22EV3360-001-0,Detected,1025
5/31/2022,TK_Waverley,22EV3478-001-0,Detected,709
6/8/2022,TK_Waverley,22EV3652-001-0,Detected,228
6/14/2022,TK_Waverley,22EV3765-001-0,Detected,1273
6/21/2022,TK_Waverley,22EV3905-001-0,Detected,NULL
6/28/2022,TK_Waverley,22EV4036-001-0,Detected,NULL
7/5/2022,TK_Waverley,22EV4188-001-0,Detected,NULL
1/20/2022,TS_Motueka,22EV0424-001-0,Detected,2336
1/26/2022,TS_Motueka,22EV0583-001-0,Detected,2505
2/17/2022,TS_Motueka,22EV1205-001-0,Detected,2525
2/24/2022,TS_Motueka,22EV1381-001-0,Detected,2341
3/3/2022,TS_Motueka,22EV1548-001-0,Detected,2206
3/9/2022,TS_Motueka,22EV1667-001-0,Detected,2171
3/16/2022,TS_Motueka,22EV1853-001-0,Detected,NULL
3/24/2022,TS_Motueka,22EV2068-001-0,Detected,NULL
3/30/2022,TS_Motueka,22EV2197-001-0,Detected,NULL
4/8/2022,TS_Motueka,22EV2399-001-0,Detected,NULL
4/13/2022,TS_Motueka,22EV2548-001-0,Detected,NULL
4/20/2022,TS_Motueka,22EV2687-001-0,Detected,NULL
4/28/2022,TS_Motueka,22EV2820-001-0,Detected,NULL
5/4/2022,TS_Motueka,22EV2932-001-0,Detected,NULL
5/9/2022,TS_Motueka,22EV3002-001-0,Detected,NULL
5/20/2022,TS_Motueka,22EV3276-001-0,Detected,NULL
5/26/2022,TS_Motueka,22EV3425-001-0,Detected,NULL
6/2/2022,TS_Motueka,22EV3561-001-0,Detected,NULL
6/9/2022,TS_Motueka,22EV3699-001-0,Detected,NULL
6/22/2022,TS_Motueka,22EV3966-001-0,Detected,NULL
6/28/2022,TS_Motueka,22EV4085-001-0,Detected,NULL
7/5/2022,TS_Motueka,22EV4200-001-0,Detected,NULL
3/2/2022,WC_Greymouth,22EV1492-001-0,Detected,1735.8
3/7/2022,WC_Greymouth,22EV1588-001-0,Detected,1765.2
3/15/2022,WC_Greymouth,22EV1806-001-0,Detected,2143.6
3/23/2022,WC_Greymouth,22EV2014-001-0,Detected,2026.1
3/28/2022,WC_Greymouth,22EV2112-001-0,Detected,1861.9
4/4/2022,WC_Greymouth,22EV2269-001-0,Detected,2210.1
4/11/2022,WC_Greymouth,22EV2422-001-0,Detected,2141.9
4/20/2022,WC_Greymouth,22EV2631-001-0,Detected,3338.5
4/26/2022,WC_Greymouth,22EV2720-001-0,Detected,2951.4
5/11/2022,WC_Greymouth,22EV3091-001-0,Detected,2724.2
5/16/2022,WC_Greymouth,22EV3152-001-0,Detected,5182.3
5/23/2022,WC_Greymouth,22EV3314-001-0,Detected,2639.5
5/30/2022,WC_Greymouth,22EV3494-001-0,Detected,4497.1
6/7/2022,WC_Greymouth,22EV3607-001-0,Detected,4303.6
6/13/2022,WC_Greymouth,22EV3729-001-0,Detected,4272.5
6/20/2022,WC_Greymouth,22EV3871-001-0,Detected,2465.9
6/27/2022,WC_Greymouth,22EV4001-001-0,Detected,NULL
7/6/2022,WC_Greymouth,22EV4242-001-0,Detected,NULL
3/2/2022,WC_Hokitika,22EV1491-001-0,Detected,NULL
3/8/2022,WC_Hokitika,22EV1640-001-0,Detected,NULL
3/14/2022,WC_Hokitika,22EV1758-001-0,Detected,NULL
3/22/2022,WC_Hokitika,22EV1992-001-0,Detected,NULL
3/29/2022,WC_Hokitika,22EV2149-001-0,Detected,NULL
4/19/2022,WC_Hokitika,22EV2584-001-0,Detected,NULL
5/11/2022,WC_Hokitika,22EV3092-001-0,Detected,NULL
5/16/2022,WC_Hokitika,22EV3149-001-0,Detected,NULL
5/23/2022,WC_Hokitika,22EV3315-001-0,Detected,NULL
6/9/2022,WC_Hokitika,22EV3695-001-0,Detected,NULL
6/15/2022,WC_Hokitika,22EV3805-001-0,Detected,NULL
6/21/2022,WC_Hokitika,22EV3914-001-0,Detected,NULL
6/28/2022,WC_Hokitika,22EV4081-001-0,Detected,NULL
2/28/2022,WC_Reefton,22EV1439-001-0,Detected,NULL
3/7/2022,WC_Reefton,22EV1587-001-0,Detected,NULL
3/14/2022,WC_Reefton,22EV1759-001-0,Detected,NULL
3/21/2022,WC_Reefton,22EV1934-001-0,Detected,NULL
3/28/2022,WC_Reefton,22EV2113-001-0,Detected,NULL
4/4/2022,WC_Reefton,22EV2268-001-0,Detected,NULL
4/11/2022,WC_Reefton,22EV2423-001-0,Detected,NULL
4/20/2022,WC_Reefton,22EV2632-001-0,Detected,NULL
4/25/2022,WC_Reefton,22EV2721-001-0,Detected,NULL
5/2/2022,WC_Reefton,22EV2844-001-0,Detected,NULL
5/9/2022,WC_Reefton,22EV3007-001-0,Detected,NULL
5/16/2022,WC_Reefton,22EV3153-001-0,Detected,NULL
5/30/2022,WC_Reefton,22EV3495-001-0,Detected,NULL
6/7/2022,WC_Reefton,22EV3608-001-0,Detected,NULL
6/13/2022,WC_Reefton,22EV3730-001-0,Detected,NULL
7/4/2022,WC_Reefton,22EV4162-001-0,Detected,NULL
2/28/2022,WC_Westport,22EV1406-001-0,Detected,NULL
3/7/2022,WC_Westport,22EV1589-001-0,Detected,NULL
3/14/2022,WC_Westport,22EV1904-001-0,Detected,NULL
3/21/2022,WC_Westport,22EV1935-001-0,Detected,NULL
3/28/2022,WC_Westport,22EV2114-001-0,Detected,NULL
4/4/2022,WC_Westport,22EV2312-001-0,Detected,NULL
4/11/2022,WC_Westport,22EV2431-001-0,Detected,NULL
4/19/2022,WC_Westport,22EV2585-001-0,Detected,NULL
4/26/2022,WC_Westport,22EV2722-001-0,Detected,NULL
5/2/2022,WC_Westport,22EV2843-001-0,Detected,NULL
5/9/2022,WC_Westport,22EV3008-001-0,Detected,NULL
5/16/2022,WC_Westport,22EV3150-001-0,Detected,NULL
5/23/2022,WC_Westport,22EV3317-001-0,Detected,NULL
5/30/2022,WC_Westport,22EV3496-001-0,Detected,NULL
6/7/2022,WC_Westport,22EV3609-001-0,Detected,NULL
6/13/2022,WC_Westport,22EV3776-001-0,Detected,NULL
6/20/2022,WC_Westport,22EV3872-001-0,Detected,NULL
6/27/2022,WC_Westport,22EV4002-001-0,Detected,NULL
7/4/2022,WC_Westport,22EV4243-001-0,Detected,NULL
2/18/2022,WG_Carterton,22EV1204-001-0,Detected,7121
2/18/2022,WG_Carterton,22EV1204-001-0,Detected,7822
2/23/2022,WG_Carterton,22EV1313-001-0,Detected,7843
3/1/2022,WG_Carterton,22EV1438-001-0,Detected,7975
3/3/2022,WG_Carterton,22EV1533-001-0,Detected,6236
3/7/2022,WG_Carterton,22EV1579-001-0,Detected,4540
3/7/2022,WG_Carterton,22EV1579-001-0,Detected,2904
3/10/2022,WG_Carterton,22EV1703-001-0,Detected,NULL
3/15/2022,WG_Carterton,22EV1801-001-0,Detected,4135
3/17/2022,WG_Carterton,22EV1898-001-0,Detected,4227
3/21/2022,WG_Carterton,22EV1922-001-0,Detected,2081
3/24/2022,WG_Carterton,22EV2057-001-0,Detected,2037
3/29/2022,WG_Carterton,22EV2135-001-0,Detected,7287
4/1/2022,WG_Carterton,22EV2236-001-0,Detected,4656
4/4/2022,WG_Carterton,22EV2262-001-0,Detected,3714
4/7/2022,WG_Carterton,22EV2383-001-0,Detected,5741
4/12/2022,WG_Carterton,22EV2461-001-0,Detected,3675
4/14/2022,WG_Carterton,22EV2542-001-0,Detected,3039
4/19/2022,WG_Carterton,22EV2575-001-0,Detected,2001
4/21/2022,WG_Carterton,22EV2672-001-0,Detected,1966
4/26/2022,WG_Carterton,22EV2709-001-0,Detected,1606
4/28/2022,WG_Carterton,22EV2794-001-0,Detected,2316
5/2/2022,WG_Carterton,22EV2836-001-0,Detected,2756
5/5/2022,WG_Carterton,22EV2960-001-0,Detected,2197
5/9/2022,WG_Carterton,22EV2992-001-0,Detected,1115
5/13/2022,WG_Carterton,22EV3130-001-0,Detected,1006
5/16/2022,WG_Carterton,22EV3140-001-0,Detected,2128
5/19/2022,WG_Carterton,22EV3269-001-0,Detected,1801
5/23/2022,WG_Carterton,22EV3308-001-0,Detected,4816
5/26/2022,WG_Carterton,22EV3409-001-0,Detected,2365
5/30/2022,WG_Carterton,22EV3442-001-0,Detected,1624
6/2/2022,WG_Carterton,22EV3553-001-0,Detected,4904
6/7/2022,WG_Carterton,22EV3596-001-0,Detected,3165
6/13/2022,WG_Carterton,22EV3723-001-0,Detected,8592
6/16/2022,WG_Carterton,22EV3836-001-0,Detected,8902
6/20/2022,WG_Carterton,22EV3865-001-0,Detected,7882
6/22/2022,WG_Carterton,22EV3961-001-0,Detected,7249
6/27/2022,WG_Carterton,22EV3992-001-0,Detected,4889
6/29/2022,WG_Carterton,22EV4076-001-0,Detected,3934
7/4/2022,WG_Carterton,22EV4150-001-0,Detected,NULL
8/8/2022,WG_Carterton,22EV4929-001-0,,20909
1/10/2022,WG_Featherston,22EV0130-001-0,Detected,NULL
1/13/2022,WG_Featherston,22EV0248-001-0,Detected,NULL
1/17/2022,WG_Featherston,22EV0282-001-0,Detected,NULL
1/19/2022,WG_Featherston,22EV0379-001-0,Detected,NULL
1/25/2022,WG_Featherston,22EV0490-001-0,Detected,NULL
1/31/2022,WG_Featherston,22EV0646-001-0,Detected,NULL
3/2/2022,WG_Featherston,22EV1532-001-0,Detected,NULL
3/3/2022,WG_Featherston,22EV1552-001-0,Detected,NULL
3/7/2022,WG_Featherston,22EV1581-001-0,Detected,NULL
3/10/2022,WG_Featherston,22EV1742-001-0,Detected,NULL
3/14/2022,WG_Featherston,22EV1745-001-0,Detected,NULL
3/16/2022,WG_Featherston,22EV1843-001-0,Detected,NULL
3/22/2022,WG_Featherston,22EV1976-001-0,Detected,NULL
3/24/2022,WG_Featherston,22EV2058-001-0,Detected,NULL
3/28/2022,WG_Featherston,22EV2104-001-0,Detected,NULL
3/29/2022,WG_Featherston,22EV2137-001-0,Detected,NULL
4/5/2022,WG_Featherston,22EV2303-001-0,Detected,NULL
4/7/2022,WG_Featherston,22EV2384-001-0,Detected,NULL
4/12/2022,WG_Featherston,22EV2465-001-0,Detected,NULL
4/13/2022,WG_Featherston,22EV2510-001-0,Detected,NULL
4/20/2022,WG_Featherston,22EV2627-001-0,Detected,NULL
4/21/2022,WG_Featherston,22EV2673-001-0,Detected,NULL
4/26/2022,WG_Featherston,22EV2711-001-0,Detected,NULL
4/28/2022,WG_Featherston,22EV2796-001-0,Detected,NULL
5/3/2022,WG_Featherston,22EV2874-001-0,Detected,NULL
5/4/2022,WG_Featherston,22EV2929-001-0,Detected,NULL
5/9/2022,WG_Featherston,22EV2994-001-0,Detected,NULL
5/10/2022,WG_Featherston,22EV3041-001-0,Detected,NULL
5/16/2022,WG_Featherston,22EV3142-001-0,Detected,NULL
5/19/2022,WG_Featherston,22EV3271-001-0,Detected,NULL
5/25/2022,WG_Featherston,22EV3364-001-0,Detected,NULL
5/26/2022,WG_Featherston,22EV3407-001-0,Detected,NULL
5/30/2022,WG_Featherston,22EV3444-001-0,Detected,NULL
6/1/2022,WG_Featherston,22EV3515-001-0,Detected,NULL
6/7/2022,WG_Featherston,22EV3620-001-0,Detected,NULL
6/8/2022,WG_Featherston,22EV3654-001-0,Detected,NULL
6/15/2022,WG_Featherston,22EV3802-001-0,Detected,NULL
6/16/2022,WG_Featherston,22EV3837-001-0,Detected,NULL
6/21/2022,WG_Featherston,22EV3907-001-0,Detected,NULL
6/22/2022,WG_Featherston,22EV3962-001-0,Detected,NULL
6/27/2022,WG_Featherston,22EV3994-001-0,Detected,NULL
6/28/2022,WG_Featherston,22EV4038-001-0,Detected,NULL
7/6/2022,WG_Featherston,22EV4223-001-0,Detected,NULL
2/21/2022,WG_Greytown,22EV1226-001-0,Detected,NULL
2/22/2022,WG_Greytown,22EV1256-001-0,Detected,NULL
3/2/2022,WG_Greytown,22EV1531-001-0,Detected,NULL
3/3/2022,WG_Greytown,22EV1551-001-0,Detected,NULL
3/7/2022,WG_Greytown,22EV1582-001-0,Detected,NULL
3/10/2022,WG_Greytown,22EV1743-001-0,Detected,NULL
3/14/2022,WG_Greytown,22EV1746-001-0,Detected,NULL
3/16/2022,WG_Greytown,22EV1844-001-0,Detected,NULL
3/22/2022,WG_Greytown,22EV1974-001-0,Detected,NULL
3/24/2022,WG_Greytown,22EV2060-001-0,Detected,NULL
3/28/2022,WG_Greytown,22EV2103-001-0,Detected,NULL
3/29/2022,WG_Greytown,22EV2136-001-0,Detected,NULL
4/5/2022,WG_Greytown,22EV2301-001-0,Detected,NULL
4/7/2022,WG_Greytown,22EV2385-001-0,Detected,NULL
4/12/2022,WG_Greytown,22EV2463-001-0,Detected,NULL
4/13/2022,WG_Greytown,22EV2508-001-0,Detected,NULL
4/20/2022,WG_Greytown,22EV2626-001-0,Detected,NULL
4/21/2022,WG_Greytown,22EV2674-001-0,Detected,NULL
4/26/2022,WG_Greytown,22EV2710-001-0,Detected,NULL
4/28/2022,WG_Greytown,22EV2795-001-0,Detected,NULL
5/3/2022,WG_Greytown,22EV2873-001-0,Detected,NULL
5/4/2022,WG_Greytown,22EV2928-001-0,Detected,NULL
5/9/2022,WG_Greytown,22EV2993-001-0,Detected,NULL
5/10/2022,WG_Greytown,22EV3039-001-0,Detected,NULL
5/16/2022,WG_Greytown,22EV3141-001-0,Detected,NULL
5/19/2022,WG_Greytown,22EV3270-001-0,Detected,NULL
5/25/2022,WG_Greytown,22EV3363-001-0,Detected,NULL
5/26/2022,WG_Greytown,22EV3406-001-0,Detected,NULL
5/30/2022,WG_Greytown,22EV3443-001-0,Detected,NULL
6/1/2022,WG_Greytown,22EV3516-001-0,Detected,NULL
6/7/2022,WG_Greytown,22EV3619-001-0,Detected,NULL
6/8/2022,WG_Greytown,22EV3653-001-0,Detected,NULL
6/15/2022,WG_Greytown,22EV3801-001-0,Detected,NULL
6/16/2022,WG_Greytown,22EV3838-001-0,Detected,NULL
6/21/2022,WG_Greytown,22EV3908-001-0,Detected,NULL
6/22/2022,WG_Greytown,22EV3963-001-0,Detected,NULL
6/27/2022,WG_Greytown,22EV3993-001-0,Detected,NULL
6/28/2022,WG_Greytown,22EV4039-001-0,Detected,NULL
7/6/2022,WG_Greytown,22EV4224-001-0,Detected,NULL
5/15/2021,WG_Karori,21EV0605-001-0,Detected,NULL
5/19/2021,WG_Karori,21EV0634-001-0,Detected,NULL
2/21/2022,WG_Karori,22EV1215-001-0,Detected,NULL
2/28/2022,WG_Karori,22EV1389-001-0,Detected,NULL
3/7/2022,WG_Karori,22EV1563-001-0,Detected,NULL
3/14/2022,WG_Karori,22EV1738-001-0,Detected,NULL
3/16/2022,WG_Karori,22EV1814-001-0,Detected,NULL
3/21/2022,WG_Karori,22EV1916-001-0,Detected,NULL
3/23/2022,WG_Karori,22EV1988-001-0,Detected,NULL
3/28/2022,WG_Karori,22EV2084-001-0,Detected,NULL
3/30/2022,WG_Karori,22EV2150-001-0,Detected,NULL
4/4/2022,WG_Karori,22EV2246-001-0,Detected,NULL
4/6/2022,WG_Karori,22EV2316-001-0,Detected,NULL
4/11/2022,WG_Karori,22EV2403-001-0,Detected,NULL
4/13/2022,WG_Karori,22EV2471-001-0,Detected,NULL
4/20/2022,WG_Karori,22EV2636-001-0,Detected,NULL
4/22/2022,WG_Karori,22EV2684-001-0,Detected,NULL
4/27/2022,WG_Karori,22EV2725-001-0,Detected,NULL
4/29/2022,WG_Karori,22EV2812-001-0,Detected,NULL
5/2/2022,WG_Karori,22EV2824-001-0,Detected,NULL
5/4/2022,WG_Karori,22EV2890-001-0,Detected,NULL
5/9/2022,WG_Karori,22EV2980-001-0,Detected,NULL
5/11/2022,WG_Karori,22EV3053-001-0,Detected,NULL
5/16/2022,WG_Karori,22EV3134-001-0,Detected,NULL
5/18/2022,WG_Karori,22EV3208-001-0,Detected,NULL
5/23/2022,WG_Karori,22EV3284-001-0,Detected,NULL
5/25/2022,WG_Karori,22EV3348-001-0,Detected,NULL
5/30/2022,WG_Karori,22EV3430-001-0,Detected,NULL
6/1/2022,WG_Karori,22EV3504-001-0,Detected,NULL
6/6/2022,WG_Karori,22EV3576-001-0,Detected,NULL
6/8/2022,WG_Karori,22EV3613-001-0,Detected,NULL
6/13/2022,WG_Karori,22EV3715-001-0,Detected,NULL
6/15/2022,WG_Karori,22EV3780-001-0,Detected,NULL
6/20/2022,WG_Karori,22EV3857-001-0,Detected,NULL
6/22/2022,WG_Karori,22EV3928-001-0,Detected,NULL
6/27/2022,WG_Karori,22EV3982-001-0,Detected,NULL
6/29/2022,WG_Karori,22EV4055-001-0,Detected,NULL
7/4/2022,WG_Karori,22EV4139-001-0,Detected,NULL
7/6/2022,WG_Karori,22EV4204-001-0,Detected,NULL
2/21/2022,WG_Martinborough,22EV1227-001-0,Detected,NULL
3/2/2022,WG_Martinborough,22EV1530-001-0,Detected,NULL
3/3/2022,WG_Martinborough,22EV1553-001-0,Detected,NULL
3/7/2022,WG_Martinborough,22EV1580-001-0,Detected,NULL
3/10/2022,WG_Martinborough,22EV1744-001-0,Detected,NULL
3/14/2022,WG_Martinborough,22EV1747-001-0,Detected,NULL
3/16/2022,WG_Martinborough,22EV1845-001-0,Detected,NULL
3/22/2022,WG_Martinborough,22EV1975-001-0,Detected,NULL
3/24/2022,WG_Martinborough,22EV2059-001-0,Detected,NULL
3/28/2022,WG_Martinborough,22EV2105-001-0,Detected,NULL
3/29/2022,WG_Martinborough,22EV2138-001-0,Detected,NULL
4/5/2022,WG_Martinborough,22EV2302-001-0,Detected,NULL
4/7/2022,WG_Martinborough,22EV2386-001-0,Detected,NULL
4/12/2022,WG_Martinborough,22EV2464-001-0,Detected,NULL
4/13/2022,WG_Martinborough,22EV2509-001-0,Detected,NULL
4/20/2022,WG_Martinborough,22EV2628-001-0,Detected,NULL
4/21/2022,WG_Martinborough,22EV2675-001-0,Detected,NULL
4/26/2022,WG_Martinborough,22EV2712-001-0,Detected,NULL
4/28/2022,WG_Martinborough,22EV2797-001-0,Detected,NULL
5/3/2022,WG_Martinborough,22EV2875-001-0,Detected,NULL
5/4/2022,WG_Martinborough,22EV2930-001-0,Detected,NULL
5/9/2022,WG_Martinborough,22EV2995-001-0,Detected,NULL
5/10/2022,WG_Martinborough,22EV3040-001-0,Detected,NULL
5/16/2022,WG_Martinborough,22EV3143-001-0,Detected,NULL
5/19/2022,WG_Martinborough,22EV3272-001-0,Detected,NULL
5/25/2022,WG_Martinborough,22EV3365-001-0,Detected,NULL
5/26/2022,WG_Martinborough,22EV3408-001-0,Detected,NULL
5/30/2022,WG_Martinborough,22EV3445-001-0,Detected,NULL
6/1/2022,WG_Martinborough,22EV3517-001-0,Detected,NULL
6/7/2022,WG_Martinborough,22EV3621-001-0,Detected,NULL
6/8/2022,WG_Martinborough,22EV3655-001-0,Detected,NULL
6/15/2022,WG_Martinborough,22EV3803-001-0,Detected,NULL
6/16/2022,WG_Martinborough,22EV3839-001-0,Detected,NULL
6/21/2022,WG_Martinborough,22EV3909-001-0,Detected,NULL
6/22/2022,WG_Martinborough,22EV3964-001-0,Detected,NULL
6/27/2022,WG_Martinborough,22EV3995-001-0,Detected,NULL
6/28/2022,WG_Martinborough,22EV4040-001-0,Detected,NULL
7/6/2022,WG_Martinborough,22EV4225-001-0,Detected,NULL
11/16/2021,WG_Masterton,21EV3453-001-0,Detected,NULL
2/15/2022,WG_Masterton,22EV1078-001-0,Detected,44848
2/23/2022,WG_Masterton,22EV1310-001-0,Detected,30964
2/28/2022,WG_Masterton,22EV1397-001-0,Detected,24516
3/2/2022,WG_Masterton,22EV1474-001-0,Detected,23300
3/7/2022,WG_Masterton,22EV1583-001-0,Detected,20850
3/9/2022,WG_Masterton,22EV1657-001-0,Detected,19650
3/14/2022,WG_Masterton,22EV1748-001-0,Detected,17550
3/16/2022,WG_Masterton,22EV1846-001-0,Detected,17050
3/21/2022,WG_Masterton,22EV1923-001-0,Detected,15900
3/23/2022,WG_Masterton,22EV2009-001-0,Detected,16100
3/28/2022,WG_Masterton,22EV2106-001-0,Detected,22400
3/30/2022,WG_Masterton,22EV2176-001-0,Detected,19950
4/4/2022,WG_Masterton,22EV2263-001-0,Detected,16400
4/6/2022,WG_Masterton,22EV2336-001-0,Detected,15400
4/12/2022,WG_Masterton,22EV2462-001-0,Detected,14150
4/13/2022,WG_Masterton,22EV2511-001-0,Detected,13900
4/19/2022,WG_Masterton,22EV2577-001-0,Detected,13200
4/20/2022,WG_Masterton,22EV2629-001-0,Detected,13250
4/26/2022,WG_Masterton,22EV2713-001-0,Detected,12700
4/27/2022,WG_Masterton,22EV2754-001-0,Detected,12600
5/2/2022,WG_Masterton,22EV2837-001-0,Detected,12150
5/3/2022,WG_Masterton,22EV2876-001-0,Detected,12100
5/9/2022,WG_Masterton,22EV2996-001-0,Detected,11700
5/10/2022,WG_Masterton,22EV3042-001-0,Detected,12850
5/16/2022,WG_Masterton,22EV3144-001-0,Detected,12800
5/17/2022,WG_Masterton,22EV3198-001-0,Detected,12900
5/23/2022,WG_Masterton,22EV3309-001-0,Detected,13450
5/24/2022,WG_Masterton,22EV3333-001-0,Detected,13050
5/30/2022,WG_Masterton,22EV3446-001-0,Detected,13050
5/31/2022,WG_Masterton,22EV3484-001-0,Detected,14250
6/7/2022,WG_Masterton,22EV3597-001-0,Detected,NULL
6/8/2022,WG_Masterton,22EV3656-001-0,Detected,NULL
6/13/2022,WG_Masterton,22EV3724-001-0,Detected,NULL
6/14/2022,WG_Masterton,22EV3771-001-0,Detected,NULL
6/20/2022,WG_Masterton,22EV3866-001-0,Detected,NULL
6/21/2022,WG_Masterton,22EV3910-001-0,Detected,NULL
6/27/2022,WG_Masterton,22EV3996-001-0,Detected,NULL
6/28/2022,WG_Masterton,22EV4041-001-0,Detected,NULL
7/4/2022,WG_Masterton,22EV4151-001-0,Detected,NULL
7/5/2022,WG_Masterton,22EV4193-001-0,Detected,NULL
8/08/2022,WG_Masterton,22EV4930-001-0,Detected,27648
9/08/2022,WG_Masterton,22EV4977-001-0,Detected,"44,928"
5/11/2021,WG_MoaPoint,21EV0583-001-0,Detected,NULL
5/13/2021,WG_MoaPoint,21EV0595-001-0,Detected,NULL
7/15/2021,WG_MoaPoint,21EV0953-001-0,Detected,NULL
8/20/2021,WG_MoaPoint,21EV1271-001-0,Detected,NULL
8/21/2021,WG_MoaPoint,21EV1290-001-0,Detected,NULL
8/22/2021,WG_MoaPoint,21EV1311-001-0,Detected,NULL
8/23/2021,WG_MoaPoint,21EV1316-001-0,Detected,NULL
8/24/2021,WG_MoaPoint,21EV1387-001-0,Detected,NULL
8/25/2021,WG_MoaPoint,21EV1427-001-0,Detected,NULL
8/26/2021,WG_MoaPoint,21EV1473-001-0,Detected,NULL
8/27/2021,WG_MoaPoint,21EV1509-001-0,Detected,NULL
8/28/2021,WG_MoaPoint,21EV1540-001-0,Detected,NULL
9/1/2021,WG_MoaPoint,21EV1635-001-0,Detected,NULL
9/8/2021,WG_MoaPoint,21EV1807-001-0,Detected,NULL
